author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Ваше Подмосковье;real_estate_agent;https://voskresensk.cian.ru/sale/flat/307657780/;Воскресенск;sale;flat;10;14;1;42.0;6090000;-1;-1;-1;-1;-1;23 м²;14 м²;+79857435984;Центральный мкр; Хрипунова;8;;
Владис Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/305685227/;Воскресенск;sale;flat;3;14;3;84.3;7900000;2010;-1;-1;-1;-1;60 м²;12 м²;+79660638619;Воскресенск;Рабочая ;121а;;
Maitre Rochet - Сто ключей на Менделеева;real_estate_agent;https://voskresensk.cian.ru/sale/flat/308710775/;Воскресенск;sale;flat;5;5;1;30.4;3199776;-1;-1;-1;-1;-1;19,4 м²;6 м²;+79663727817;Центральный мкр; Менделеева;13Б;;
Самолет Плюс Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/303523134/;Воскресенск;sale;flat;13;14;3;94.4;11150000;-1;-1;-1;-1;-1;57 м²;11 м²;+79652450721;Центральный мкр; Победы;5А;;
Maitre Rochet - Сто ключей на Менделеева;real_estate_agent;https://voskresensk.cian.ru/sale/flat/303972257/;Воскресенск;sale;flat;2;4;2;46.3;4800000;-1;-1;-1;-1;-1;28 м²;7 м²;+79663727817;Центральный мкр; Октябрьская;4;;
АЯКС Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/309116752/;Воскресенск;sale;flat;2;2;2;38.0;3390000;-1;-1;-1;-1;-1;27 м²;6 м²;+79099985817;Воскресенск; Ломоносова;85;;
Maitre Rochet - Сто ключей на Менделеева;real_estate_agent;https://voskresensk.cian.ru/sale/flat/304064823/;Воскресенск;sale;flat;2;2;2;45.2;3100000;-1;-1;-1;-1;-1;32 м²;6 м²;+79663727817;; Белинского;1;Котельники;
Самолет Плюс Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/299517869/;Воскресенск;sale;flat;2;14;3;72.8;9500000;-1;-1;-1;-1;-1;45,3 м²;10,7 м²;+79652450721;Центральный мкр; Куйбышева;47Ак1;;
МилДом;real_estate_agent;https://voskresensk.cian.ru/sale/flat/299689683/;Воскресенск;sale;flat;1;5;2;56.0;3990000;1965;-1;-1;-1;-1;35 м²;9 м²;+79152861434;Лопатинский мкр; Первомайская;19;;
ID 72410939;homeowner;https://voskresensk.cian.ru/sale/flat/288533276/;Воскресенск;sale;flat;16;17;2;63.0;9990000;2013;-1;-1;-1;-1;40 м²;10 м²;+79660471921;Воскресенск;Советская ;18а;;
МилДом;real_estate_agent;https://voskresensk.cian.ru/sale/flat/301959512/;Воскресенск;sale;flat;11;15;1;20.0;2950000;2016;-1;-1;-1;-1;-1;-1;+79152861434;Воскресенск; Ломоносова;119к2;;Москворецкий
Этажи Коломна;real_estate_agent;https://voskresensk.cian.ru/sale/flat/308682321/;Воскресенск;sale;flat;2;2;2;44.2;3620000;1958;-1;-1;-1;-1;-1;7 м²;+79057177531;Цемгигант мкр; Ленинская;5;;
Ваше Подмосковье;real_estate_agent;https://voskresensk.cian.ru/sale/flat/302233111/;Воскресенск;sale;flat;9;10;2;57.0;4530000;1988;-1;-1;-1;-1;32 м²;9 м²;+79857435984;Воскресенск;Рабочая ;103;;
ID 339586;realtor;https://voskresensk.cian.ru/sale/flat/305860339/;Воскресенск;sale;flat;4;5;2;46.4;3550000;-1;-1;-1;-1;-1;31 м²;6 м²;+79645669474;Новлянский мкр; Зелинского;1/8;;
Самолет Плюс Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/301950391/;Воскресенск;sale;flat;1;5;1;31.0;2599999;-1;-1;-1;-1;-1;17 м²;6 м²;+79652450721;Воскресенск; Калинина;56;;
Maitre Rochet - Сто ключей на Менделеева;real_estate_agent;https://voskresensk.cian.ru/sale/flat/302084410/;Воскресенск;sale;flat;5;5;2;49.0;3500000;-1;-1;-1;-1;-1;30 м²;8 м²;+79663727817;Лопатинский мкр; Центральная;30;;
МилДом;real_estate_agent;https://voskresensk.cian.ru/sale/flat/297716481/;Воскресенск;sale;flat;4;5;1;17.4;1800000;1964;-1;-1;-1;-1;-1;-1;+79152861434;Центральный мкр; Менделеева;17к2;;
Миэль Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/304641053/;Воскресенск;sale;flat;16;18;2;69.0;7700000;2009;-1;-1;-1;-1;36 м²;12 м²;+79660621089;Новлянский мкр; Зелинского;10А;;на ул. Кагана
Сто Ключей - офис Воскресенск. ул.Менделеева д.1;real_estate_agent;https://voskresensk.cian.ru/sale/flat/307092946/;Воскресенск;sale;flat;9;10;2;34.0;3280000;-1;-1;-1;-1;-1;23 м²;6 м²;+79162101904;Центральный мкр; Лермонтова;1;;
Этажи Воскресенск-Раменское;real_estate_agent;https://voskresensk.cian.ru/sale/flat/309100375/;Воскресенск;sale;flat;3;5;1;30.4;3000000;1970;-1;-1;-1;-1;18 м²;5 м²;+79660477600;Лопатинский мкр; Маркина;28;;
Самолет Плюс Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/307130632/;Воскресенск;sale;flat;3;5;1;30.2;2850000;-1;-1;-1;-1;-1;18 м²;6 м²;+79652450721;Лопатинский мкр; Комсомольская;1а;;
Сто Ключей - офис Воскресенск. ул.Менделеева д.1;real_estate_agent;https://voskresensk.cian.ru/sale/flat/308799094/;Воскресенск;sale;flat;8;14;2;62.5;7500000;-1;-1;-1;-1;-1;29,6 м²;11,6 м²;+79162101904;Воскресенск;Рабочая ;117;;На Рабочей
Олеся Дырдина;realtor;https://voskresensk.cian.ru/sale/flat/307394356/;Воскресенск;sale;flat;17;18;2;70.0;9650000;2009;-1;-1;-1;-1;35 м²;12 м²;+79692825317;Новлянский мкр; Зелинского;10А;;на ул. Кагана
Maitre Rochet - Сто ключей на Менделеева;real_estate_agent;https://voskresensk.cian.ru/sale/flat/308636773/;Воскресенск;sale;flat;4;5;2;53.2;4150000;-1;-1;-1;-1;-1;29,4 м²;9 м²;+79663727817;Фетровой фабрики мкр; Быковского;62;;
Сто Ключей - офис Воскресенск. ул.Менделеева д.1;real_estate_agent;https://voskresensk.cian.ru/sale/flat/294446425/;Воскресенск;sale;flat;3;4;2;44.0;4500000;-1;-1;-1;-1;-1;30 м²;6 м²;+79162101904;Воскресенск;Советская ;3а;;
ID 393409;realtor;https://voskresensk.cian.ru/sale/flat/308273736/;Воскресенск;sale;flat;1;2;2;45.0;2700000;-1;-1;-1;-1;-1;-1;-1;+79852921712;Колыберево мкр; Некрасова;20;;
Maitre Rochet - Сто ключей на Менделеева;real_estate_agent;https://voskresensk.cian.ru/sale/flat/302225082/;Воскресенск;sale;flat;5;5;1;30.0;3050000;-1;-1;-1;-1;-1;16 м²;6 м²;+79663727817;Новлянский мкр; Зелинского;5А;;
Maitre Rochet - Сто ключей на Менделеева;real_estate_agent;https://voskresensk.cian.ru/sale/flat/307439288/;Воскресенск;sale;flat;3;5;3;57.0;4800000;-1;-1;-1;-1;-1;41 м²;6 м²;+79663727817;; Колина;15/20;Раменское;
Maitre Rochet - Сто ключей на Менделеева;real_estate_agent;https://voskresensk.cian.ru/sale/flat/308753879/;Воскресенск;sale;flat;4;5;-1;23.7;800000;-1;-1;-1;-1;-1;15,7 м²;3 м²;+79663727817;Центральный мкр; Менделеева;17;;
ID 119892651;homeowner;https://voskresensk.cian.ru/sale/flat/305479412/;Воскресенск;sale;flat;4;5;2;46.0;4600000;1965;-1;-1;-1;-1;33 м²;6 м²;+79660504854;Центральный мкр; Менделеева;30;;
Самолет Плюс Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/306866509/;Воскресенск;sale;flat;4;5;3;60.0;3900000;-1;-1;-1;-1;-1;37 м²;8 м²;+79652450721;; Комсомольская;19;Выхино;
Самолет Плюс Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/306232274/;Воскресенск;sale;flat;2;2;1;31.2;2900000;-1;-1;-1;-1;-1;18 м²;7 м²;+79652450721;Фетровой фабрики мкр; Быковского;44;;
Владис Новый Город;real_estate_agent;https://voskresensk.cian.ru/sale/flat/302485197/;Воскресенск;sale;flat;4;5;1;18.0;1990000;1976;-1;-1;-1;-1;10 м²;3 м²;+79647961038;Лопатинский мкр; Комсомольская;17;;
Этажи Воскресенск-Раменское;real_estate_agent;https://voskresensk.cian.ru/sale/flat/309078378/;Воскресенск;sale;flat;1;2;3;66.8;4300000;1951;-1;-1;-1;-1;-1;9 м²;+79163419639;Воскресенск;Московская ;20;;
МилДом;real_estate_agent;https://voskresensk.cian.ru/sale/flat/298597407/;Воскресенск;sale;flat;2;4;3;73.8;6800000;1958;-1;-1;-1;-1;50 м²;10 м²;+79152861434;Центральный мкр; Победы;22;;
Этажи Воскресенск-Раменское;real_estate_agent;https://voskresensk.cian.ru/sale/flat/308360075/;Воскресенск;sale;flat;5;9;1;32.3;4700000;1968;-1;-1;-1;-1;-1;9,1 м²;+79150124186;Центральный мкр; Менделеева;5;;
Сто Ключей - офис Воскресенск. ул.Менделеева д.1;real_estate_agent;https://voskresensk.cian.ru/sale/flat/303898537/;Воскресенск;sale;flat;2;5;2;46.0;3600000;-1;-1;-1;-1;-1;33 м²;6 м²;+79162101904;Центральный мкр; Победы;19;;
Самолет Плюс Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/307770845/;Воскресенск;sale;flat;4;5;2;45.4;3850000;-1;-1;-1;-1;-1;28 м²;6 м²;+79652450721;Воскресенск; Ломоносова;98;;
Сто Ключей - офис Воскресенск. ул.Менделеева д.1;real_estate_agent;https://voskresensk.cian.ru/sale/flat/307849477/;Воскресенск;sale;flat;6;9;3;52.0;5700000;-1;-1;-1;-1;-1;36,5 м²;7 м²;+79162101904;Новлянский мкр; Зелинского;12;;
Самолет Плюс Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/297593594/;Воскресенск;sale;flat;2;5;2;54.2;3600000;1978;-1;-1;-1;-1;32 м²;9 м²;+79652450721;Воскресенск; Мичурина;13;;
Maitre Rochet - Сто ключей на Менделеева;real_estate_agent;https://voskresensk.cian.ru/sale/flat/308796352/;Воскресенск;sale;flat;10;10;2;52.0;4099000;-1;-1;-1;-1;-1;30 м²;9 м²;+79663727817;Воскресенск;Рабочая ;105;;
Этажи Коломна;real_estate_agent;https://voskresensk.cian.ru/sale/flat/308351699/;Воскресенск;sale;flat;2;5;2;45.2;3950000;-1;-1;-1;-1;-1;-1;5,5 м²;+79057177531;Центральный мкр; Победы;21;;
Миэль Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/306281898/;Воскресенск;sale;flat;2;2;2;43.2;3899999;1954;-1;-1;-1;-1;27 м²;7,5 м²;+79661855231;Цемгигант мкр; Ленинская;19;;
ID 105437056;homeowner;https://voskresensk.cian.ru/sale/flat/305912668/;Воскресенск;sale;flat;9;14;1;40.5;6000000;2016;-1;-1;-1;-1;22,7 м²;10,4 м²;+79660545549;Центральный мкр; Хрипунова;8;;
МилДом;real_estate_agent;https://voskresensk.cian.ru/sale/flat/293299206/;Воскресенск;sale;flat;7;15;1;43.0;6300000;2017;-1;-1;-1;-1;20 м²;11 м²;+79152861434;Центральный мкр; Куйбышева;47Ак3;;
АЯКС Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/299608650/;Воскресенск;sale;flat;4;9;1;42.4;5900000;-1;-1;-1;-1;-1;20 м²;11 м²;+79175489504;Центральный мкр; Докторова;12А;;
Maitre Rochet - Сто ключей на Менделеева;real_estate_agent;https://voskresensk.cian.ru/sale/flat/308469611/;Воскресенск;sale;flat;2;5;2;54.3;3900000;-1;-1;-1;-1;-1;34 м²;9 м²;+79663727817;Воскресенск; Ломоносова;107а;;
Владис Воскресенск;real_estate_agent;https://voskresensk.cian.ru/sale/flat/307773151/;Воскресенск;sale;flat;2;2;2;44.0;2990000;1950;-1;-1;-1;-1;33 м²;6 м²;+79660638619;Колыберево мкр; Пушкина;5;;
Maitre Rochet - Сто ключей на Менделеева;real_estate_agent;https://voskresensk.cian.ru/sale/flat/305586754/;Воскресенск;sale;flat;4;5;1;17.4;1800000;-1;-1;-1;-1;-1;11,5 м²;-1;+79663727817;Центральный мкр; Менделеева;17к2;;
Владис Новый Город;real_estate_agent;https://voskresensk.cian.ru/sale/flat/300641310/;Воскресенск;sale;flat;5;14;3;78.0;14150000;2009;-1;-1;-1;-1;45 м²;12 м²;+79647961038;Центральный мкр; Хрипунова;8;;
Сфера Недвижимости;real_estate_agent;https://voskresensk.cian.ru/sale/flat/301497746/;Воскресенск;sale;flat;1;2;2;44.0;2750000;1954;-1;-1;-1;-1;30 м²;6 м²;+79850668400;Колыберево мкр; Некрасова;22;;
ID 21727;realtor;https://voskresensk.cian.ru/sale/flat/307246260/;Воскресенск;sale;flat;2;9;-1;42.0;1600000;1968;-1;-1;-1;-1;25 м²;-1;+79647287949;Центральный мкр; Менделеева;5;;
МилДом;real_estate_agent;https://voskresensk.cian.ru/sale/flat/294555937/;Воскресенск;sale;flat;4;5;2;43.0;2900000;1968;-1;-1;-1;-1;28 м²;6 м²;+79152861434;Лопатинский мкр; Комсомольская;11А;;
Maitre Rochet - Сто ключей на Менделеева;real_estate_agent;https://voskresensk.cian.ru/sale/flat/307485806/;Воскресенск;sale;flat;1;4;3;63.4;4950000;-1;-1;-1;-1;-1;30,1 м²;10,9 м²;+79663727817;Центральный мкр; Менделеева;28;;
Андрей Черноус;realtor;https://voskresensk.cian.ru/sale/flat/308125132/;Воскресенск;sale;flat;2;5;1;31.5;2790000;1967;-1;-1;-1;-1;-1;6 м²;+79175212086;Центральный мкр; Менделеева;3;;
Этажи Воскресенск-Раменское;real_estate_agent;https://voskresensk.cian.ru/sale/flat/308360310/;Воскресенск;sale;flat;2;5;1;32.2;3250000;1971;-1;-1;-1;-1;18 м²;7 м²;+79660624676;Новлянский мкр; Энгельса;3;;
