author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
ПИК;developer;https://www.cian.ru/sale/flat/309095684/;Москва;sale;flat;3;39;3;83.2;24209951;2027;-1;Монолитный;-1;Без отделки, чистовая;36,5 м²;-1;+74951387232;Москворечье-Сабурово;;1.3;Каширская;Москворечье ЖК
i-deal;real_estate_agent;https://www.cian.ru/sale/flat/309095653/;Москва;sale;flat;6;25;1;23.8;9200000;2024;-1;-1;-1;-1;13,1 м²;5,7 м²;+79652903227;Нижегородский;Рязанский проспект;2/2к2;Нижегородская;Аквилон Beside
Хот Сити;real_estate_agent;https://www.cian.ru/sale/flat/309095610/;Москва;sale;flat;18;21;2;68.3;23250000;-1;-1;-1;-1;-1;30,4 м²;23,3 м²;+79163261355;Сокольники; Сокольнический Вал;3;Рижская;Резиденция Сокольники
ПИК;developer;https://www.cian.ru/sale/flat/309095532/;Москва;sale;flat;33;37;2;60.0;17732699;2027;-1;Монолитный;-1;Без отделки, чистовая;21,6 м²;-1;+74951387232;Москворечье-Сабурово;;1.1;Каширская;Москворечье ЖК
ПИК;developer;https://www.cian.ru/sale/flat/309095516/;Москва;sale;flat;32;37;2;64.4;18916855;2027;-1;Монолитный;-1;Без отделки, чистовая;27,7 м²;-1;+74951387232;Москворечье-Сабурово;;1.1;Каширская;Москворечье ЖК
Станислав Леонтьев;realtor;https://www.cian.ru/sale/flat/309095490/;Москва;sale;flat;7;15;3;120.0;325000000;-1;-1;-1;-1;-1;67,9 м²;13,1 м²;+79169746575;Хамовники; Усачева;15;Спортивная;Садовые кварталы
Брусника;developer;https://www.cian.ru/sale/flat/309095481/;Москва;sale;flat;7;9;1;49.4;16656600;2026;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая;10,7 м²;23,4 м²;+74951387249;Метрогородок;Тагильская ;6/5;Бульвар Рокоссовского;Квартал Метроном
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/309095478/;Москва;sale;flat;2;9;4;210.6;170000000;2005;-1;-1;-1;-1;140 м²;20 м²;+79067179773;Арбат;Поварская ;28С2;Арбатская;
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/sale/flat/309095470/;Москва;sale;flat;3;21;3;99.9;28000000;2022;-1;-1;-1;-1;53 м²;15,7 м²;+79652885843;Сокольники; Сокольнический Вал;3;Рижская;Резиденция Сокольники
Легендарный квартал;real_estate_agent;https://www.cian.ru/sale/flat/309095463/;Москва;sale;flat;9;18;2;47.6;10899000;2023;-1;-1;-1;-1;-1;10 м²;+79645681845;Останкинский;Березовая аллея;19к2;Ботанический сад;Апарт-комплекс Легендарный квартал
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/309095383/;Москва;sale;flat;20;24;2;56.0;18000000;2008;-1;-1;-1;-1;32 м²;12 м²;+79154565414;Бескудниковский;Дмитровское шоссе;94К1;Яхромская;
Авеню-Мск;real_estate_agent;https://www.cian.ru/sale/flat/309095096/;Москва;sale;flat;12;13;2;53.9;17500000;2003;-1;-1;-1;-1;30,8 м²;7,9 м²;+79637145462;Савёлки;Зеленоград;531;Зеленоград — Крюково;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/309094734/;Москва;sale;flat;8;21;2;60.7;28990000;-1;-1;-1;-1;-1;10 м²;37 м²;+79160861336;Филевский парк;Береговой проезд;5к2;Фили;Фили Град
МГСН;real_estate_agent;https://www.cian.ru/sale/flat/309093949/;Москва;sale;flat;24;24;2;55.3;16150000;-1;-1;-1;-1;-1;32 м²;10 м²;+79067534374;Кузьминки;Зеленодольская ;30к1;Кузьминки;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/309093867/;Москва;sale;flat;8;10;4;133.0;70000000;-1;-1;-1;-1;-1;82 м²;15 м²;+79660472713;Мещанский;Малая Сухаревская площадь;3;Сухаревская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/309093863/;Москва;sale;flat;4;5;3;70.5;40000000;1932;-1;-1;-1;-1;50 м²;8 м²;+79067959224;Красносельский;Ананьевский переулок;5С4;Сухаревская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/309093857/;Москва;sale;flat;5;7;3;87.0;64000000;1912;-1;-1;-1;-1;53 м²;15 м²;+79646289554;Басманный;Потаповский переулок;12;Чистые пруды;
МосСделка;real_estate_agent;https://www.cian.ru/sale/flat/309093562/;Москва;sale;flat;2;5;1;32.1;9500000;-1;-1;-1;-1;-1;18 м²;6 м²;+79807501939;Царицыно;Ереванская ;14К2;Царицыно;
